 test 0 FAIL
271 272 473
271 311 525
272 273 188
272 312 686
273 274 640
273 313 755
274 275 302
274 314 230
275 276 399
275 315 438
276 277 325
276 316 194
277 278 831
277 317 850
278 279 108
278 318 423
279 319 363
280 281 655
280 320 559
281 282 210
281 321 533
282 283 192
282 322 220
283 284 346
283 323 929
284 285 269
284 324 424
285 286 211
285 325 277
286 287 752
286 326 588
287 288 222
287 327 520
288 289 817
288 328 998
289 290 422
289 329 327
290 291 696
290 330 112
291 292 479
291 331 661
292 293 201
292 332 644
293 294 984
293 333 160
294 295 387
294 334 903
295 296 394
295 335 301
296 297 658
296 336 278
297 298 27
297 337 446
298 299 601
298 338 687
299 300 530
299 339 399
300 301 326
300 340 434
301 302 358
301 341 97
302 303 978
302 342 437
303 304 166
303 343 236
304 305 247
304 344 169
305 306 1071
305 345 418
306 307 189
306 346 606
307 308 641
307 347 485
308 309 211
308 348 235
309 310 691
309 349 536
310 311 537
310 350 520
311 312 210
311 351 86
312 313 765
312 352 205
313 314 600
313 353 325
314 315 550
314 354 189
315 316 341
315 355 709
316 317 641
316 356 901
317 318 435
317 357 312
318 319 523
318 358 944
319 359 280
320 321 205
320 360 418
321 322 688
321 361 700
322 323 675
322 362 33
323 324 195
323 363 249
324 325 278
324 364 890
325 326 1087
325 365 672
326 327 863
326 366 150
327 328 146
327 367 141
328 329 207
328 368 567
329 330 443
329 369 532
330 331 647
330 370 136
331 332 191
331 371 318
332 333 189
332 372 784
333 334 727
333 373 48
334 335 549
334 374 1144
335 336 283
335 375 267
336 337 874
336 376 315
337 338 325
337 377 392
338 339 462
338 378 733
339 340 469
339 379 367
340 341 125
340 380 144
341 342 278
341 381 325
342 343 269
342 382 571
343 344 409
343 383 134
344 345 642
344 384 155
345 346 510
345 385 588
346 347 243
346 386 445
347 348 428
347 387 474
348 349 609
348 388 366
349 350 1019
349 389 665
350 351 422
350 390 741
351 352 391
351 391 892
352 353 661
352 392 216
353 354 413
353 393 434
354 355 146
354 394 100
355 356 279
355 395 798
356 357 330
356 396 250
357 358 136
357 397 844
358 359 214
358 398 521
359 399 704
360 361 329
360 400 94
361 362 435

expected output:

505 487 487 347 217 217 390 425 425 425 410 410 425 425 425 425 425 360 425 425 242 337 337 407 407 407 425 389 425 425 425 404 352 399 399 399 399 399 295 787 326 487 487 487 359 359 359 425 425 425 425 425 425 425 425 425 425 360 360 425 425 337 425 425 425 425 425 425 425 425 425 425 352 399 399 399 399 399 374 425 326 326 487 487 487 359 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 230 425 425 425 425 425 425 425 425 425 425 399 399 399 399 399 399 399 425 425 487 487 374 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 399 399 399 399 425 425 425 487 348 425 425 425 425 425 425 425 425 425 425 425 425 405 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 399 399 399 399 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 405 425 381 381 381 425 425 425 425 425 425 425 425 425 425 425 425 425 425 399 399 399 399 425 425 425 425 425 425 425 425 344 344 425 425 425 425 425 425 392 405 425 381 425 425 425 425 270 425 425 425 425 425 425 425 425 425 425 425 399 399 399 363 425 425 416 425 425 425 425 425 425 425 425 425 425 425 425 392 392 392 425 425 425 358 425 425 247 425 425 425 425 425 425 425 425 425 425 425 399 399 399 399 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 392 392 425 425 425 325 425 409 425 425 425 425 425 425 425 422 391 391 391 425 399 330 399 302 418 425 425 425 425 425 425 425 425 425 425 425 425 425 425 312 315 425 425 425 278 425 425 425 425 425 425 425 425 425 425 422 422 391 332 425 250 330 399 302 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 385 385 425 335 335 425 425 425 425 411 411 425 425 425 425 425 422 422 412 332 425 425 425 399 399 425 425 334 425 425 425 274 425 425 425 379 379 379 425 425 425 343 425 425 425 425 425 275 425 411 411 425 425 425 410 425 425 422 422 332 425 425 425 379 399 425 425 425 425 425 425 425 425 425 425 379 379 379 379 379 425 343 425 425 425 425 425 425 425 425 425 425 425 383 410 425 425 332 332 332 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 418 425 379 425 425 425 425 345 425 425 425 425 425 425 425 425 425 425 425 425 425 332 332 425 425 425 425 425 425 332 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 392 425 425 425 425 425 425 425 425 425 360 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 337 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 420 425 425 425 425 425 425 425 425 425 425 425 425 425 425 194 425 425 425 425 425 425 267 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 310 425 425 425 425 425 425 425 425 425 425 425 425 425 407 407 425 425 425 417 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 310 310 416 425 425 425 425 425 425 398 425 425 425 425 425 425 425 425 400 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 363 363 363 310 425 425 425 425 425 425 425 425 398 398 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 331 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 398 398 398 398 425 425 425 425 425 425 245 245 425 425 425 425 425 425 425 425 425 331 425 425 425 425 425 425 425 425 425 425 425 425 254 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 409 425 425 425 425 425 425 425 425 315 269 373 378 365 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 421 425 425 425 425 425 425 425 384 425 425 373 373 373 425 425 425 425 425 425 425 425 425 333 425 425 425 425 425 425 425 425 425 425 425 425 425 421 295 425 421 425 425 425 425 425 423 423 423 423 423 316 257 394 425 425 425 425 425 425 276 425 345 333 333 333 425 425 404 425 425 425 425 425 425 425 207 421 421 421 421 365 425 425 425 425 425 423 423 423 423 394 394 394 425 425 425 425 425 425 374 425 425 362 425 425 425 425 404 425 425 425 425 425 425 421 421 421 421 421 421 365 425 425 425 425 425 423 423 423 423 423 418 418 407 423 425 425 374 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 421 421 421 421 421 421 412 425 425 425 367 425 423 423 423 423 423 423 423 423 423 425 425 425 425 425 425 425 425 425 399 425 425 425 425 425 425 425 425 425 421 421 421 419 421 421 412 412 396 393 367 367 423 423 423 423 423 423 423 423 423 423 423 425 425 425 425 425 425 399 399 399 425 353 425 425 425 425 425 425 421 421 421 419 421 276 412 412 396 412 412 367 288 423 423 423 423 423 423 423 423 423 399 425 425 425 425 338 271 399 425 425 425 180 425 425 425 425 425 421 421 417 421 421 421 421 412 412 412 412 412 412 412 412 412 423 423 423 423 423 423 423 399 399 399 399 338 338 338 399 399 224 399 425 425 425 425 425 425 425 387 403 421 421 421 421 412 412 412 412 412 412 412 412 412 412 412 412 412 412 412 399 399 399 399 399 338 399 399 399 399 399 399 425 425 425 375 425 425 425 306 306 421 421 421 421 412 412 412 412 412 412 412 412 412 412 412 412 412 412 412 399 399 399 399 399 338 399 399 399 399 399 399 399 425 425 425 425 425 425 306 306 421 421 421 421 381 381 412 412 408 412 412 412 412 412 365 397 381 412 412 412 399 399 399 399 399 399 399 399 399 399 399 399 399 399 425 421 421 421 421 421 421 421 421 421 381 381 412 412 412 412 412 412 412 412 365 397 412 412 412 412 399 399 399 399 399 399 399 399 399 399 399 399 399 399 425 421 421 421 421 421 421 421 421 421 381 412 412 412 412 412 412 412 412 412 397 397 412 412 412 399 399 399 399 399 399 399 399 399 399 399 399 399 399 399 399 399 399 399 421 421 421 421 421 421 412 412 412 412 412 412 412 412 412 412 397 397 412 412 351 274 399 399 399 399 399 399 399 265 399 358 399 399 399 399 399 399 399 399 421 421 421 421 421 421 412 412 412 412 393 393 336 411 412 412 397 397 412 412 351 351 378 359 399 399 399 399 399 399 399 399 399 399 399 399 399 399 378 421 421 421 373 373 421 421 412 412 412 412 393 393 336 412 412 412 412 270 412 412 351 183 378 383 399 399 399 399 399 399 399 399 399 399 399 399 399 399 284 296 421 421 373 373 421 421

test 5 FAIL

program output:

1000
200000
0 882 1105
0 363 632
0 466 575
0 4 255
0 5 602
0 982 238
0 684 168
0 8 996
0 9 283
0 10 441
0 11 155
0 201 176
0 13 211
0 387 346
0 15 426
0 26 110
0 336 521
0 18 280
0 796 370
0 20 151
0 21 221
0 254 477
0 606 38
0 24 893
0 661 278
0 598 1037
0 367 520
0 779 254
0 375 426
0 214 656
0 31 238
0 615 49
0 535 643
0 34 544
0 543 747
0 613 547
0 464 426
0 774 262
0 39 101
0 671 363
0 240 845
0 42 499
0 719 314
0 44 878
0 45 285
0 243 218
0 479 806
0 48 377
0 49 555
0 649 920
0 51 630
0 200 710
0 53 820
0 418 729
0 55 1039
0 639 143
0 480 482
0 702 186
0 59 321
0 60 47
0 710 590
0 398 752
0 63 294
0 64 187
0 422 578
0 66 30
0 67 80
0 623 586
0 547 239
0 758 608
0 504 541
0 72 77
0 73 417
0 74 114
0 550 452
0 76 593
0 17 271
0 249 357
0 79 409
0 645 764
0 81 158
0 257 222
0 317 675
0 332 926
0 85 430
0 90 86
0 87 1105
0 658 401
0 89 380
0 228 248
0 410 750
0 608 476
0 93 292
0 94 436
0 95 272
0 96 111
0 97 1019
0 98 221
0 631 613
0 537 352
0 101 360
0 354 95
0 668 235
0 402 582
0 551 428
0 106 686
0 107 425
0 679 306
0 109 333
0 685 338
0 372 202
0 283 255
0 113 563
0 114 281
0 858 630
0 116 786
0 117 319
0 118 279
0 524 340
0 120 18
0 605 410
0 370 517
0 223 166
0 124 944
0 772 131
0 355 517
0 593 40
0 128 312
0 701 117
0 698 319
0 131 537
0 132 668
0 411 334
0 134 161
0 135 529
0 562 132
0 137 221
0 609 443
0 139 424
0 378 521
0 329 342
0 794 437
0 143 330
0 144 830
0 145 255
0 764 265
0 316 516
0 636 424
0 540 98
0 154 255
0 151 174
0 352 561
0 153 685
0 781 478
0 138 416
0 431 678
0 310 152
0 92 343
0 159 474
0 160 740
0 161 766
0 584 841
0 163 607
0 462 917
0 165 92
0 784 930
0 617 600
0 211 622
0 169 542
0 278 292
0 805 55
0 172 447
0 650 389
0 493 181
0 721 318
0 126 571
0 177 253
0 665 256
0 703 234
0 972 522
0 181 921
0 47 561
0 183 301
0 71 234
0 185 603
0 186 266
0 196 940
0 188 405
0 189 288
0 695 180
0 759 663
0 192 362
0 771 986
0 194 1097
0 195 235
0 456 842
0 652 534
0 37 294
1 308 646
1 715 677
1 4 611
1 417 974
1 6 140
1 699 895
1 8 105
1 87 433
1 10 866
1 282 96
1 791 304
1 577 868
1 377 261
1 636 419
1 16 142
1 17 484
1 762 163
1 19 786
1 920 339
1 21 189
1 722 290
1 231 926
1 24 345
1 25 248
1 26 644
1 27 963
1 28 1114
1 250 347
1 735 140
1 254 763
1 458 1038
1 33 425
1 517 120
1 35 284
1 695 499
1 37 212
1 491 70
1 507 895
1 40 68
1 41 450
1 671 167
1 43 145
1 262 425
1 445 353
1 757 332
1 47 580
1 592 328
1 49 1036
1 272 231
1 51 170
1 52 118
1 53 365
1 222 226
1 813 617
1 911 271
1 57 359
1 58 490
1 59 205
1 767 963
1 61 180
1 952 426
1 63 585
1 427 275
1 280 594
1 303 228
1 266 454
1 68 467
1 525 483
1 70 1114
1 71 668
1 436 221
1 73 459
1 74 852
1 75 748
1 76 617
1 212 712
1 942 233
1 79 665
1 109 484
1 99 606
1 82 92
1 83 418
1 523 144
1 85 923
1 86 943
1 835 227
1 610 177
1 321 522
1 488 88
1 660 1080
1 92 337
1 93 437
1 230 535
1 897 1012
1 587 592
1 97 474
1 98 131
1 505 998
1 100 445
1 101 390
1 344 301
1 103 90
1 630 359
1 193 280
1 106 1017
1 107 666
1 108 626
1 514 933
1 110 393
1 111 55
1 112 200
1 113 451
1 383 617
1 115 281
1 116 188
1 360 181
1 118 769
1 553 1011
1 120 90
1 575 213
1 201 228
1 463 87
1 124 289
1 732 612
1 215 752
1 136 959
1 128 789
1 129 228
1 500 930
1 408 680
1 132 213
1 633 698
1 134 375
1 135 170
1 418 410
1 137 1059
1 138 605
1 339 255
1 733 195
1 333 266
1 142 385
1 426 232
1 144 774
1 905 790
1 235 275
1 539 386
1 311 957
1 540 917
1 150 587
1 545 287
1 152 577
1 153 242
1 313 259
1 155 837
1 156 852
1 449 768
1 588 126
1 727 229
1 160 336
1 257 367
1 797 403
1 163 565
1 147 326
1 264 429
1 619 39
1 220 665
1 168 209
1 169 617
1 252 958
1 200 64
1 172 478
1 374 615
1 312 485
1 584 241
1 176 1125
1 177 800
1 178 415
1 179 975
1 346 976
1 891 1106
1 784 652
1 569 330
1 184 186
1 185 208
1 186 797
1 187 751
1 188 749
1 384 336
1 190 18
1 191 218
1 594 611
1 599 413
1 917 350
1 591 161
1 294 478
1 799 781
1 615 296
1 609 740
1 589 127
1 420 462
1 645 660
1 771 161
2 640 720
2 589 563
2 533 398
2 6 227
2 7 666
2 538 937
2 9 119
2 905 591
2 596 312
2 482 405
2 183 556
2 389 693
2 15 245
2 16 255
2 671 205
2 824 204
2 19 228
2 666 1117
2 21 461
2 371 349
2 23 241
2 24 67
2 25 613
2 636 679
2 823 491
2 28 213
2 29 533
2 265 170
2 544 135
2 504 383
2 267 224
2 34 674
2 35 597
2 534 459
2 741 435
2 347 156
2 972 305
2 40 262
2 41 970
2 42 549
2 43 406
2 44 373
2 45 620
2 643 934
2 458 209
2 48 583
2 49 111
2 717 255
2 51 1180
2 216 945
2 53 269
2 411 201
2 488 524
2 373 1115
2 547 364
2 787 949
2 650 445
2 60 485
2 247 924
2 62 535
2 97 478
2 219 208
2 65 537
2 564 651
2 67 361
2 902 565
2 69 344
2 431 442
2 843 291
2 264 631
2 744 374
2 74 577
2 75 479
2 218 111
2 77 426
2 727 489
2 357 156
2 703 278
2 81 448
2 762 196
2 312 966
2 415 215
2 480 342
2 277 315
2 263 531
2 88 337
2 89 513
2 468 152
2 387 320
2 92 144
2 224 121
2 594 233
2 95 447
2 427 394
2 660 920
2 98 721
2 99 228
2 100 1015
2 619 187
2 102 393
2 385 301
2 351 793
2 481 383
2 493 254
2 256 198
2 487 464
2 109 490
2 110 314
2 111 335
2 763 631
2 113 757
2 618 152
2 17 867
2 116 47
2 117 389
2 270 593
2 683 636
2 398 133
2 121 103
2 122 362
2 289 203
2 500 330
2 995 188
2 126 676
2 127 220
2 128 654
2 129 601
2 796 207
2 566 132
2 132 368
2 202 370
2 475 315
2 151 483
2 889 148
2 238 602
2 227 255
2 139 284
2 140 521
2 579 463
2 486 142
2 466 807
2 144 938
2 145 159
2 146 845
2 212 317
2 414 395
2 425 399
2 628 659
2 669 621
2 670 1115
2 830 781
2 154 225
2 412 244
2 156 317
2 295 532
2 356 382
2 323 154
2 160 369
2 432 225
2 162 604
2 163 473
2 529 1002
2 165 783
2 492 736
2 397 355
2 925 697
2 169 376
2 170 371
2 236 138
2 172 118
2 173 311
2 897 762
2 175 520
2 176 1027
2 177 71
2 178 462
2 179 192
2 479 1072
2 181 270
2 182 669
2 83 416
2 184 303
2 185 845
2 899 494
2 187 205
2 793 481
2 710 406
2 190 321
2 916 10
2 536 213
2 193 366
2 194 976
2 195 215
2 66 678
2 607 216
2 383 477
2 509 487
2 348 206
2 898 766
2 783 204
2 981 1029
2 814 482
2 308 290
3 4 882
3 661 116
3 764 738
3 7 580
3 8 685
3 9 150
3 10 413
3 460 208
3 12 471
3 236 352
3 14 747
3 504 287
3 16 598
3 17 346
3 499 926
3 19 433
3 688 1007
3 21 590
3 22 646
3 23 1036
3 196 545
3 25 480
3 777 871
3 239 589
3 776 992
3 5 740
3 30 676
3 632 40
3 32 814
3 33 354
3 573 104
3 334 523
3 328 461
3 37 429
3 529 303
3 288 335
3 294 695
3 841 381
3 712 899
3 768 590
3 44 155
3 234 253
3 46 449
3 820 715
3 987 444
3 49 373
3 714 997
3 762 335
3 52 564
3 284 542
3 434 649
3 487 245
3 41 272
3 668 1030
3 58 87
3 59 136
3 60 438
3 457 562
3 62 136
3 63 151
3 949 567
3 609 540
3 603 263
3 995 70
3 68 880
3 69 1006
3 602 929
3 308 571
3 72 633
3 287 350
3 74 1040
3 494 98
3 491 343
3 77 156
3 296 51
3 79 830
3 232 587
3 678 129
3 280 463
3 83 282
3 664 294
3 578 338
3 86 211
3 647 316
3 88 698
3 216 1060
3 90 375
3 91 439
3 197 192
3 93 397
3 94 526
3 192 267
3 96 471
3 220 138
3 98 411
3 194 222
3 274 335
3 228 297
3 350 393
3 103 992
3 104 750
3 105 164
3 469 709
3 47 271
3 724 772
3 637 444
3 110 419
3 263 262
3 112 32
3 113 821
3 114 751
3 115 438
3 444 487
3 117 756
3 570 404
3 496 215
3 120 423
3 555 328
3 686 341
3 123 480
3 124 323
3 125 574
3 126 471
3 781 193
3 795 575
3 770 419
3 130 114
3 205 383
3 362 428
3 133 289
3 667 759
3 691 610
3 376 376
3 293 704
3 476 337
3 290 1159
3 139 744
3 815 321
3 769 934
3 943 222
3 198 331
3 545 273
3 687 440
3 344 921
3 709 225
3 397 1053
3 150 469
3 318 387
3 152 347
3 153 536
3 437 343
3 797 418
3 156 662
3 157 550
3 158 495
3 159 330
3 333 47
3 780 369
3 974 141
3 445 334
3 746 398
3 165 309
3 166 894
3 61 906
3 450 959
3 420 130
3 40 130
3 171 562
3 172 337
3 173 286
3 817 131
3 175 146
3 568 496
3 634 154
3 178 222
3 567 84
3 180 539
3 181 430
3 518 535
3 183 221
3 184 500
3 185 202
3 186 160
3 295 1087
3 549 763
3 540 788
3 190 361
3 191 280
3 356 808
3 193 681
3 782 316
3 750 274
3 242 174
3 283 610
3 595 241
3 222 387
3 78 819
3 313 520
3 118 593
3 146 575
3 249 319
3 327 140
3 145 307
3 346 84
3 873 548
3 725 280
4 549 534
4 639 598
4 520 401
4 716 328
4 649 194
4 10 162
4 11 993
4 12 278
4 13 730
4 554 231
4 492 358
4 16 677
4 310 74
4 18 300
4 632 835
4 664 400
4 334 857
4 22 883
4 709 421
4 24 567
4 765 161
4 26 94
4 604 432
4 21 791
4 346 261
4 435 243
4 31 398
4 32 474
4 622 346
4 34 674
4 35 36

expected output:

1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1091 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1104 1106 1106 1106 1106 1106 1106 1090 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1100 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1102 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1085 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1106 1106 1104 1106 1106 1106 1095 1078 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1093 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1103 1106 1096 1106 1106 1106 1106 1106 1106 1086 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1106 1106 1106 1106 1106 1080 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1086 1093 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1085 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1081 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1102 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1101 1093 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1104 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1080 1106 1087 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1072 1087 1101 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1104 1106 1106 1106 1106 1106 1106 1106 1106 1061 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1099 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1098 1106 1102 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1094 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1105 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1087 1106 1106 1106 1106 1102 1106 1106 1105 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1085 1106 1106 1106 1106 1106 1106 1106 1106 1102 1076 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106 1106
